#{"t_start": 1658948008.1539516, "env_id": "LunarLander_obs-v1"}
r,l,t
166.193486,81,178.825185
57.869894,71,179.07287
6.452494,90,179.371715
46.709399,75,179.647772
111.759512,56,179.845227
152.990103,93,180.173588
209.092563,76,180.443664
152.522003,82,180.741251
203.670808,63,180.946858
76.719535,69,181.207003
192.536848,63,181.418462
197.396735,78,181.688721
189.227939,74,181.942326
107.614111,71,182.20586
117.640517,54,182.408191
89.515464,74,182.670398
78.665036,88,182.98095
89.120183,65,183.243198
190.746103,87,183.55202
148.202931,89,183.904542
75.903687,79,184.194266
183.389505,63,184.424139
145.626747,64,184.652097
187.744581,55,184.84682
-22.175165,98,185.199662
172.877412,53,185.390152
199.778427,71,185.64248
124.495258,56,185.842424
134.594061,87,186.156107
155.621729,53,186.344331
10.176701,94,186.689664
139.455152,76,186.968432
76.717125,74,187.231439
92.499079,65,187.469689
203.218134,66,187.716168
191.236742,65,187.954701
86.26455,91,188.288055
188.189592,60,188.496943
196.707799,79,188.778603
43.706022,78,189.061037
138.809795,65,189.291295
188.776793,60,189.506695
188.707109,64,189.735803
178.324383,62,189.958964
157.234992,86,190.24473
75.206514,80,190.536659
177.465737,64,190.76264
74.489516,63,190.99036
79.569786,84,191.286051
168.480748,80,191.57141
85.025124,79,191.859087
124.819503,69,192.108158
-20.853077,112,192.522775
188.010475,61,192.738633
120.143974,68,192.983072
104.576163,70,193.241405
100.234435,56,193.447078
119.478142,63,193.679558
141.385331,66,193.910671
198.914585,58,194.127659
206.341091,74,194.389075
26.100585,97,194.740687
80.72856,97,195.097921
69.58218,66,195.336782
134.291559,63,195.566021
100.655339,178,196.279962
59.649114,79,196.570197
95.69094,77,196.834616
102.635422,56,197.040637
140.81674,51,197.227076
148.604793,78,197.510871
139.506747,60,197.724755
162.592086,56,197.931828
185.222082,78,198.214288
15.489994,75,198.493076
165.171652,83,198.80309
166.863769,72,199.058705
93.653256,64,199.291535
189.837501,88,199.612625
115.052198,62,199.836492
11.519955,86,200.15664
53.873619,85,200.462276
38.701284,69,200.710128
64.236587,88,201.025668
162.044995,65,201.257671
140.526591,54,201.460501
162.163212,83,201.7728
88.261268,62,201.997734
71.586605,78,202.289793
11.046875,93,202.529368
202.372907,60,202.569968
145.153248,87,202.625989
151.116298,89,202.686216
46.226276,71,202.73224
171.693793,91,203.082572
178.472474,59,203.301322
89.123037,64,203.530972
78.018468,84,203.834165
204.855813,71,204.086714
100.320195,62,204.305826
164.99169,59,204.519676
199.150552,72,204.776168
183.0367,60,204.993496
65.328495,55,205.19214
106.619677,84,205.495647
201.580303,70,205.742718
170.716461,53,205.930777
114.791905,67,206.179162
33.65111,96,206.536398
175.736099,55,206.735654
200.709934,82,207.025995
64.835742,79,207.32031
94.985348,69,207.570978
85.0066,81,207.873898
74.545575,69,208.129974
63.123885,86,208.428051
164.904571,54,208.61912
74.76133,58,208.819501
37.936062,97,209.179962
26.898055,91,209.504001
154.008176,75,209.772994
185.168795,60,209.990003
192.039481,55,210.192168
187.119344,79,210.476635
180.662024,57,210.683482
135.677144,66,210.929734
116.937263,69,211.191504
179.778502,69,211.437955
161.32427,57,211.643238
194.841484,82,211.943034
167.998183,58,212.142413
5.374744,93,212.476644
202.307087,65,212.719422
80.487072,61,212.949087
55.502751,93,213.288451
122.989274,60,213.497759
120.439319,54,213.69767
107.71501,64,213.927308
34.949893,89,214.253406
105.75961,71,214.510591
183.389639,82,214.806673
139.667678,58,215.022362
3.809468,96,215.37541
59.71289,76,215.655408
78.025432,67,215.895695
118.693452,74,216.170733
103.444235,56,216.367922
76.091619,83,216.672436
14.421909,66,216.903278
145.917843,55,217.090332
149.401549,74,217.354978
53.693399,81,217.656081
109.686561,60,217.874021
140.40757,76,218.137141
186.773788,71,218.371495
85.684805,87,218.674285
189.699172,68,218.905697
208.815075,76,219.176695
159.849979,67,219.420902
177.975272,76,219.691251
173.9236,68,219.93945
18.842332,92,220.273747
110.753775,52,220.457687
144.608741,56,220.665075
146.4693,88,220.988597
96.94332,83,221.286131
83.705449,86,221.572619
152.572779,79,221.854706
171.393359,53,222.035725
185.094814,87,222.340313
38.023548,94,222.680115
167.65598,58,222.897036
118.157789,59,223.12275
169.773091,89,223.436373
148.117697,66,223.661246
147.466578,90,223.989042
185.345124,63,224.219632
149.936125,52,224.407056
138.116662,79,224.684869
194.726583,78,224.96706
87.253357,59,225.185398
119.807374,74,225.447104
106.198133,66,225.693063
209.78759,72,225.952492
121.818301,71,226.202918
74.882655,90,226.523161
157.392398,71,226.775867
7.628369,80,227.069954
109.994272,56,227.266595
58.629568,91,227.591169
169.569975,67,227.835294
184.467944,84,228.133596
83.817643,88,228.453338
161.956357,65,228.678825
169.853084,69,228.939595
108.096868,86,229.244804
191.209444,55,229.442807
181.667518,55,229.641852
190.249015,71,229.888871
189.378591,77,230.172458
184.398991,56,230.374456
40.7143,76,230.659763
128.918117,64,230.890466
196.480444,66,231.121167
144.460121,85,231.417765
1.064277,97,231.772557
107.638347,58,231.976753
182.365077,57,232.176341
176.855662,67,232.416178
99.319306,70,232.67088
119.883513,65,232.903052
168.545093,78,233.159343
182.082804,57,233.372762
177.366631,88,233.685704
190.898254,76,233.953174
102.890012,66,234.181278
51.708044,71,234.442758
98.452267,66,234.678344
172.264979,55,234.876368
155.248734,62,235.107038
105.609075,63,235.32616
151.659405,80,235.620227
138.326987,79,235.910789
185.643811,75,236.186791
56.068323,90,236.519355
184.371033,73,236.793567
132.588493,83,237.083479
180.502174,60,237.285572
34.657125,87,237.583725
130.763386,66,237.819062
159.433598,70,238.069559
123.328132,76,238.344092
118.411163,81,238.637205
173.257909,79,238.777927
182.283312,86,238.836822
197.298155,74,238.884458
114.026788,51,238.914356
160.416899,55,238.950356
87.000455,93,239.314205
48.766986,86,239.616089
192.675781,71,239.878122
98.164904,88,240.190502
173.473976,53,240.37597
122.6105,58,240.591862
155.823658,77,240.862396
159.756854,62,241.075029
160.938681,65,241.311156
187.409058,65,241.544716
177.746346,78,241.825776
160.630004,54,242.02948
150.247824,81,242.320111
111.904352,85,242.612816
81.350806,70,242.861375
206.940285,66,243.079602
92.844856,76,243.339531
164.057413,76,243.60561
78.375793,91,243.941858
84.843788,61,244.161784
183.845399,87,244.477241
181.895018,58,244.691159
119.787532,70,244.938629
138.283825,54,245.130911
129.687311,78,245.40275
84.804993,81,245.68929
155.243968,84,245.995982
61.883202,85,246.312066
63.112524,82,246.5978
113.069226,53,246.787261
121.154454,81,247.094053
162.251576,64,247.327139
187.483609,75,247.59261
142.569147,61,247.857748
149.904316,87,248.194153
76.243952,64,248.423787
176.168033,84,248.706327
102.951599,73,248.981783
157.188276,63,249.207335
100.343214,53,249.413943
161.493127,72,249.682996
89.01972,51,249.862216
164.911231,56,250.065267
185.502098,52,250.256792
140.4522,55,250.456315
191.756797,82,250.762474
149.350565,63,250.983165
136.252205,72,251.246562
191.395529,83,251.551756
116.214388,52,251.740359
35.642618,93,252.076972
125.971285,70,252.340782
97.795111,63,252.558361
180.557149,83,252.852992
108.401739,51,253.040572
185.051606,82,253.343641
186.821811,85,253.644646
133.684333,63,253.866742
190.16977,91,254.18161
161.273,87,254.505242
183.841451,84,254.810817
149.089601,68,255.056958
179.916419,57,255.261899
90.955791,66,255.512983
145.788654,54,255.695881
194.197737,66,255.944768
190.578497,58,256.141871
79.423035,74,256.412436
175.143979,54,256.599077
173.347905,57,256.818381
156.550976,76,257.0825
185.52937,73,257.342148
164.681701,72,257.602029
107.650425,70,257.854055
185.952424,68,258.108588
138.881305,56,258.31318
168.265516,53,258.514534
122.169883,74,258.783241
88.497369,69,259.037285
190.953909,69,259.295001
84.220168,74,259.558662
187.756604,68,259.80689
91.368451,76,260.080629
150.997866,53,260.269284
77.430211,88,260.590677
172.344079,57,260.805296
207.111529,76,261.083897
149.466887,81,261.363814
208.913538,67,261.599011
65.584675,68,261.840383
99.170175,52,262.025308
152.602743,83,262.309078
177.128183,69,262.559723
118.365323,76,262.829889
128.561267,84,263.13438
127.446258,62,263.356792
196.566823,71,263.61522
181.150105,54,263.801999
81.649458,76,264.085845
-43.479118,113,264.513536
95.01609,83,264.808061
159.773921,89,265.140754
124.132289,78,265.415875
124.994668,76,265.68971
157.681288,89,266.012882
179.730733,85,266.330488
175.114724,110,266.726346
163.172824,76,267.008411
154.181113,65,267.241817
-100.849003,114,267.664083
123.071489,87,267.977041
91.875113,101,268.324782
182.979032,61,268.529571
131.197011,80,268.822734
159.184109,95,269.179311
116.870988,78,269.453143
143.719521,60,269.66654
138.072263,83,269.97164
131.910016,72,270.229458
212.755484,72,270.476117
158.021342,54,270.679022
130.446203,59,270.884686
118.123953,86,271.20234
140.131427,79,271.490746
115.128962,55,271.678756
109.810677,70,271.944422
165.211094,61,272.161963
116.79095,75,272.439707
176.411831,63,272.681051
160.633422,69,272.930068
115.487662,57,273.132397
147.755666,70,273.387769
183.725645,65,273.620459
110.24268,89,273.93918
193.366201,68,274.175862
38.486175,73,274.428521
175.929387,56,274.623764
128.075668,78,274.913494
117.797241,54,275.136956
197.670879,59,275.170447
111.207432,82,275.22035
104.982514,56,275.253521
144.622746,64,275.292175
163.389124,68,275.555849
207.354111,67,275.793294
187.244874,53,275.988347
195.544739,91,276.328604
127.228326,93,276.672652
104.305829,72,276.935372
162.166694,63,277.161659
176.477034,57,277.360846
166.432285,56,277.559955
183.424865,78,277.847536
113.827978,61,278.066899
95.250029,88,278.394729
148.283053,57,278.601916
128.778115,62,278.82804
67.062372,63,279.063371
96.971306,68,279.315686
166.797022,63,279.533812
168.619538,58,279.749603
51.858969,59,279.974165
89.616876,49,280.151911
132.934957,87,280.47481
108.268543,58,280.685822
123.650534,76,280.96278
126.253224,87,281.286944
112.278765,80,281.577647
170.250576,78,281.854014
155.465725,53,282.056328
83.287409,95,282.391319
160.683841,58,282.604879
159.587504,66,282.83947
122.121271,55,283.03913
142.020506,69,283.28297
162.337159,55,283.478021
113.712619,56,283.67885
177.751996,62,283.904476
116.829227,60,284.122704
59.882081,90,284.445655
169.546234,85,284.751529
43.866308,102,285.130197
145.445417,93,285.468174
186.413628,61,285.687497
68.042482,84,285.997126
179.589181,63,286.226753
111.013205,82,286.529959
178.441807,86,286.836038
160.408721,75,287.109292
207.056649,63,287.339237
135.922797,56,287.540669
184.097519,70,287.784769
